images_path,images_label,images_predicted_label
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-775.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-325.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-656.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-15.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-399.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-804.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-583.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1157.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1319.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-6.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-143.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-926.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-985.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-536.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-169.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-331.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1231.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-224.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-280.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-428.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-103.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1060.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-445.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1086.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-258.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-485.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-63.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-461.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1215.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-364.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-712.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-903.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-563.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-556.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-183.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1069.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-456.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-539.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-687.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-51.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-940.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-70.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1266.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-247.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-171.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-706.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-742.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-173.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-905.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1054.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-840.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-655.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-660.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1059.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-306.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-788.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-332.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-996.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-930.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-462.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1165.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1341.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-894.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-920.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-415.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-263.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-266.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-669.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1235.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-795.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1051.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-133.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-221.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-850.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-562.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-157.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1014.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-437.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-463.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-256.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-358.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1188.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-115.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-553.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-363.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-75.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1151.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-629.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-526.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-573.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1326.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-214.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1291.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-35.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1268.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1081.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-951.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-191.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-937.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-444.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-806.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1079.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-317.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-38.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1121.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-3.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-289.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1269.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1263.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-5.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-703.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-104.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-973.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1113.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-784.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-679.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-588.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-356.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1274.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-341.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-868.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1225.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-524.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1229.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-747.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-941.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-546.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-559.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-418.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1213.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-647.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-600.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-871.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-186.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1343.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-165.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-114.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1074.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-230.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-834.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1063.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-572.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-938.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1297.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-453.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-432.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-976.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-294.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-109.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-369.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-314.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-179.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-387.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-915.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-759.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-316.png,pneumonia,covid
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-844.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-884.png,pneumonia,covid
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-876.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1128.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1323.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1130.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-971.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-753.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-32.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-409.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1272.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-270.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-899.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-966.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-56.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-621.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1032.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-29.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-673.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-26.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1070.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-638.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-718.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-916.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-593.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1287.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1094.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-139.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1043.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-662.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-603.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-78.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-493.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1260.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-315.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-423.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-856.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-734.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-666.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-841.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-492.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-564.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-580.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-145.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1101.png,pneumonia,pneumonia
